"journal","discipline","fullTitle"
"Stem Cell Reports","Cell Biology","Stem cell reports"
"Stem Cell Res","Cell Biology","Stem cell research"
"Stem Cell Res Ther","Cell Biology","Stem cell research &therapy"
"Stem Cell Rev","Cell Biology","Stem cell reviews"
"Stem Cells","Cell Biology","Stem cells"
"Stem Cells","Cell Biology","Stem cells (Dayton, Ohio)"
"Stem Cells Dev","Cell Biology","Stem cells and development"
"Stem Cells Transl Med","Cell Biology","Stem cells translational medicine"
"Stereotact Funct Neurosurg","Neurology","Stereotactic and functional neurosurgery"
"Steroids","Biochemistry","Steroids"
"Stomatologiia (Mosk)","Dentistry","Stomatologii︠a︡"
"Stomatologija","Dentistry","Stomatologija / issued by public institution \""Odontologijos studija\"" ... [et al.]"
"Strabismus","Ophthalmology","Strabismus"
"Strahlenther Onkol","Radiotherapy","Strahlentherapie und Onkologie : Organ der Deutschen Röntgengesellschaft ... [et al]"
"Stress","Neurology","Stress (Amsterdam, Netherlands)"
"Stress Health","Psychology","Stress and health : journal of the International Society for the Investigation of Stress"
"Stroke","Neurology","Stroke; a journal of cerebral circulation"
"Structure","Biochemistry","Structure (London, England : 1993)"
"Stud Anc Med","Medicine","Studies in ancient medicine"
"Stud Fam Plann","Reproductive Medicine","Studies in family planning"
"Stud Health Technol Inform","Medical Informatics","Studies in health technology and informatics"
"Stud Hist Philos Biol Biomed Sci","Medicine","Studies in history and philosophy of biological and biomedical sciences"
"Stud Hist Philos Sci","Multidisciplinary","Studies in history and philosophy of science"
"Subcell Biochem","Biochemistry","Sub-cellular biochemistry"
"Subst Abus","Substance-Related Disorders","Substance abuse"
"Subst Abuse Treat Prev Policy","Substance-Related Disorders","Substance abuse treatment, prevention, and policy"
"Subst Use Misuse","Substance-Related Disorders","Substance use &misuse"
"Sudhoffs Arch","History of Medicine","Sudhoffs Archiv"
"Suicide Life Threat Behav","Psychology","Suicide &life-threatening behavior"
"Suppl Clin Neurophysiol","Neurology","Supplements to Clinical neurophysiology"
"Suppl Tumori","Neoplasms","I supplementi di Tumori : official journal of Società italiana di cancerologia ... [et al.]"
"Support Care Cancer","Neoplasms","Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer"
"Surg Clin North Am","General Surgery","The Surgical clinics of North America"
"Surg Endosc","General Surgery","Surgical endoscopy"
"Surg Infect (Larchmt)","General Surgery","Surgical infections"
"Surg Innov","General Surgery","Surgical innovation"
"Surg Laparosc Endosc Percutan Tech","General Surgery","Surgical laparoscopy, endoscopy &percutaneous techniques"
"Surg Neurol","General Surgery","Surgical neurology"
"Surg Obes Relat Dis","General Surgery","Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery"
"Surg Oncol","General Surgery","Surgical oncology"
"Surg Oncol Clin N Am","General Surgery","Surgical oncology clinics of North America"
"Surg Pathol Clin","General Surgery","Surgical pathology clinics"
"Surg Radiol Anat","General Surgery","Surgical and radiologic anatomy : SRA"
"Surg Technol Int","General Surgery","Surgical technology international"
"Surg Today","General Surgery","Surgery today"
"Surgeon","General Surgery","The surgeon : journal of the Royal Colleges of Surgeons of Edinburgh and Ireland"
"Surgery","General Surgery","Surgery"
"Surv Ophthalmol","Ophthalmology","Survey of ophthalmology"
"Surviv News (Atlanta Ga)","AIDS","Survival news (Atlanta, Ga.)"
"Swed Dent","Dentistry","Swedish dental journal"
"Swiss Dent","Dentistry","Swiss dental journal"
"Swiss Med Wkly","Medicine","Swiss medical weekly"
"Synapse","Neurology","Synapse (New York, N.Y.)"
"Syst Appl Microbiol","Microbiology","Systematic and applied microbiology"
"Syst Biol","Biology","Systematic biology"
"Syst Biol Reprod Med","Medicine","Systems biology in reproductive medicine"
"Syst Parasitol","Parasitology","Systematic parasitology"
"Syst Rev","Medicine","Systematic reviews"
"Taehan Kanho Hakhoe Chi","Nursing","Taehan Kanho Hakhoe chi"
"Taiwan J Obstet Gynecol","Gynecology","Taiwanese journal of obstetrics &gynecology"
"Talanta","Chemistry Techniques, Analytical","Talanta"
"Tani Girisim Radyol","Diagnostic Imaging","Tanısal ve girişimsel radyoloji : Tıbbi Görüntüleme ve Girişimsel Radyoloji Derneği yayın organı"
"Tanpakushitsu Kakusan Koso","Biochemistry","Tanpakushitsu kakusan koso. Protein, nucleic acid, enzyme"
"Tanzan J Health Res","Health Services Research","Tanzania journal of health research"
"Tar Heel Nurse","Nursing","Tar heel nurse"
"Target Oncol","Neoplasms","Targeted oncology"
"Teach Learn Med","Medicine","Teaching and learning in medicine"
"Tech Hand Up Extrem Surg","General Surgery","Techniques in hand &upper extremity surgery"
"Tech Vasc Interv Radiol","Radiology","Techniques in vascular and interventional radiology"
"Technol Cancer Res Treat","Neoplasms","Technology in cancer research &treatment"
"Technol Health Care","Biomedical Engineering","Technology and health care : official journal of the European Society for Engineering and Medicine"
"Telemed J E Health","Medicine","Telemedicine journal and e-health : the official journal of the American Telemedicine Association"
"Tenn Med","Medicine","Tennessee medicine : journal of the Tennessee Medical Association"
"Tenn Nurse","Nursing","Tennessee nurse / Tennessee Nurses Association"
"Ter Arkh","Therapeutics","Terapevticheskiĭ arkhiv"
"Tex Dent","Dentistry","Texas dental journal"
"Tex Heart Inst","Cardiology","Texas Heart Institute journal / from the Texas Heart Institute of St. Luke's Episcopal Hospital, Texas Children's Hospital"
"Tex Med","Medicine","Texas medicine"
"Theor Appl Genet","Genetics","TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik"
"Theor Biol Med Model","Medicine","Theoretical biology &medical modelling"
"Theor Med Bioeth","Medicine","Theoretical medicine and bioethics"
"Theor Popul Biol","Biology","Theoretical population biology"
"Theory Biosci","Biology","Theory in biosciences = Theorie in den Biowissenschaften"
"Ther Adv Cardiovasc Dis","Cardiology","Therapeutic advances in cardiovascular disease"
"Ther Adv Respir Dis","Medicine","Therapeutic advances in respiratory disease"
"Ther Apher Dial","Hematology","Therapeutic apheresis and dialysis : official peer-reviewed journal of the International Society for Apheresis, the Japanese Society for Apheresis, the Japanese Society for Dialysis Therapy"
"Ther Deliv","Unclassified","Therapeutic delivery"
"Ther Drug Monit","Drug Therapy","Therapeutic drug monitoring"
"Ther Hypothermia Temp Manag","Unclassified","Therapeutic hypothermia and temperature management"
"Ther Umsch","Therapeutics","Therapeutische Umschau. Revue thérapeutique"
"Theranostics","Unclassified","Theranostics"
"Therapie","Therapeutics","Thérapie"
"Theriogenology","Biology","Theriogenology"
"Thorac Cardiovasc Surg","General Surgery","The Thoracic and cardiovascular surgeon"
"Thorac Surg Clin","General Surgery","Thoracic surgery clinics"
"Thorax","Pulmonary Medicine","Thorax"
"Thromb Haemost","Vascular Diseases","Thrombosis and haemostasis"
"Thromb Res","Vascular Diseases","Thrombosis research"
"Thyroid","Endocrinology","Thyroid : official journal of the American Thyroid Association"
"Ticks Tick Borne Dis","Medicine","Ticks and tick-borne diseases"
"Tidsskr Nor Laegeforen","Medicine","Tidsskrift for den Norske ægeforening : tidsskrift for praktisk medicin, ny række"
"Tijdschr Diergeneeskd","Veterinary Medicine","Tijdschrift voor diergeneeskunde"
"Time","Medicine","Time"
"Tissue Antigens","Allergy and Immunology","Tissue antigens"
"Tissue Cell","Cell Biology","Tissue &cell"
"Tissue Eng","Biomedical Engineering","Tissue engineering"
"Tissue Eng Part","Medicine","Tissue engineering. Part "
"Tissue Eng Part B Rev","Medicine","Tissue engineering. Part B, Reviews"
"Tissue Eng Part C Methods","Medicine","Tissue engineering. Part C, Methods"
"Tob Control","Substance-Related Disorders","Tobacco control"
"Todays FDA","Dentistry","Today's FDA : official monthly journal of the Florida Dental Association"
"Tohoku J Exp Med","Medicine","The Tohoku journal of experimental medicine"
"Tokai J Exp Clin Med","Medicine","The Tokai journal of experimental and clinical medicine"
"Top Cogn Sci","Psychology","Topics in cognitive science"
"Top Companion Anim Med","Medicine","Topics in companion animal medicine"
"Top Curr Chem","Chemistry","Topics in current chemistry"
"Top HIV Med","Medicine","Topics in HIV medicine : a publication of the International AIDS Society, USA"
"Top Magn Reson Imaging","Diagnostic Imaging","Topics in magnetic resonance imaging : TMRI"
"Top Spinal Cord Inj Rehabil","Medicine","Topics in spinal cord injury rehabilitation"
"Top Stroke Rehabil","Neurology","Topics in stroke rehabilitation"
"Torture","Unclassified","Torture : quarterly journal on rehabilitation of torture victims and prevention of torture"
"Toxicol Appl Pharmacol","Pharmacology","Toxicology and applied pharmacology"
"Toxicol In Vitro","Toxicology","Toxicology in vitro : an international journal published in association with BIBRA"
"Toxicol Ind Health","Toxicology","Toxicology and industrial health"
"Toxicol Lett","Toxicology","Toxicology letters"
"Toxicol Mech Methods","Toxicology","Toxicology mechanisms and methods"
"Toxicol Pathol","Pharmacology","Toxicologic pathology"
"Toxicol Sci","Toxicology","Toxicological sciences : an official journal of the Society of Toxicology"
"Toxicology","Toxicology","Toxicology"
"Toxicon","Toxicology","Toxicon : official journal of the International Society on Toxinology"
"Toxins (Basel)","Toxicology","Toxins"
"Traffic","Physiology","Traffic (Copenhagen, Denmark)"
"Traffic Inj Prev","Traumatology","Traffic injury prevention"
"Trans Am Clin Climatol Assoc","Physical and Rehabilitation Medicine","Transactions of the American Clinical and Climatological Association"
"Trans Am Ophthalmol Soc","Ophthalmology","Transactions of the American Ophthalmological Society"
"Trans R Soc Trop Med Hyg","Medicine","Transactions of the Royal Society of Tropical Medicine and Hygiene"
"Transcription","Molecular Biology","Transcription"
"Transcult Psychiatry","Psychiatry","Transcultural psychiatry"
"Transfus Apher Sci","Hematology","Transfusion and apheresis science : official journal of the World Apheresis Association : official journal of the European Society for Haemapheresis"
"Transfus Med Rev","Medicine","Transfusion medicine reviews"
"Transfusion","Hematology","Transfusion"
"Transgenic Res","Molecular Biology","Transgenic research"
"Transl Behav Med","Medicine","Translational behavioral medicine"
"Transl Res","Clinical Laboratory Techniques","Translational research : the journal of laboratory and clinical medicine"
"Transl Stroke Res","Neurology","Translational stroke research"
"Transpl Immunol","Immunology","Transplant immunology"
"Transpl Int","Transplantation","Transplant international : official journal of the European Society for Organ Transplantation"
"Transplant Proc","Transplantation","Transplantation proceedings"
"Transplant Rev (Orlando)","Transplantation","Transplantation reviews (Orlando, Fla.)"
"Transplantation","Transplantation","Transplantation"
"Trauma Violence Abuse","Traumatology","Trauma, violence &abuse"
"Travel Med Infect Dis","Medicine","Travel medicine and infectious disease"
"Treat Endocrinol","Endocrinology","Treatments in endocrinology"
"Treat Respir Med","Medicine","Treatments in respiratory medicine"
"Tree Physiol","Physiology","Tree physiology"
"Trends Amplif","Audiology","Trends in amplification"
"Trends Biochem Sci","Biochemistry","Trends in biochemical sciences"
"Trends Biotechnol","Biotechnology","Trends in biotechnology"
"Trends Cardiovasc Med","Medicine","Trends in cardiovascular medicine"
"Trends Cell Biol","Cell Biology","Trends in cell biology"
"Trends Endocrinol Metab","Metabolism","Trends in endocrinology and metabolism: TEM"
"Trends Genet","Genetics","Trends in genetics : TIG"
"Trends Immunol","Immunology","Trends in immunology"
"Trends Microbiol","Microbiology","Trends in microbiology"
"Trends Mol Med","Medicine","Trends in molecular medicine"
"Trends Neurosci","Neurology","Trends in neurosciences"
"Trends Parasitol","Parasitology","Trends in parasitology"
"Trends Pharmacol Sci","Pharmacology","Trends in pharmacological sciences"
"Trends Plant Sci","Botany","Trends in plant science"
"Trends Psychiatry Psychother","Psychiatry","Trends in psychiatry and psychotherapy"
"Trials","Medicine","Trials"
"Trop Anim Health Prod","Veterinary Medicine","Tropical animal health and production"
"Trop Doct","Tropical Medicine","Tropical doctor"
"Trop Gastroenterol","Gastroenterology","Tropical gastroenterology : official journal of the Digestive Diseases Foundation"
"Trop Med Int Health","Medicine","Tropical medicine &international health : TM &IH"
"Trustee","Hospitals","Trustee : the journal for hospital governing boards"
"Tsitol Genet","Genetics","T︠S︡itologii︠a︡ i genetika"
"Tsitologiia","Cell Biology","Tsitologiia"
"Tuberculosis (Edinb)","Pulmonary Medicine","Tuberculosis (Edinburgh, Scotland)"
"Tuberk Toraks","Pulmonary Medicine","Tüberküloz ve toraks"
"Tumori","Neoplasms","Tumori"
"Tumour Biol","Neoplasms","Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine"
"Tunis Med","Medicine","La Tunisie médicale"
"Turk J Gastroenterol","Gastroenterology","The Turkish journal of gastroenterology : the official journal of Turkish Society of Gastroenterology"
"Turk J Haematol","Hematology","Turkish journal of haematology : official journal of Turkish Society of Haematology"
"Turk J Med Sci","Medicine","Turkish journal of medical sciences"
"Turk J Pediatr","Pediatrics","The Turkish journal of pediatrics"
"Turk Kardiyol Dern Ars","Cardiology","Türk Kardiyoloji Derneği arşivi : Türk Kardiyoloji Derneğinin yayın organıdır"
"Turk Neurosurg","Neurology","Turkish neurosurgery"
"Turk Patoloji Derg","Pathology","Türk patoloji dergisi"
"Turk Psikiyatri Derg","Psychiatry","Türk psikiyatri dergisi = Turkish journal of psychiatry"
"Turkiye Parazitol Derg","Parasitology","Türkiye parazitolojii dergisi / Türkiye Parazitoloji Derneği = Acta parasitologica Turcica / Turkish Society for Parasitology"
